id_nb,name,type_1,type_2,link,data_species,data_height,data_weight,data_abilities,training_catch_rate,training_base_exp,training_growth_rate, breeding_gender, breeding_gender,stats_hp,stats_attack,stats_defense, stats_sp_atk,stats_sp_def,    stats_speed,stats_total
#0969,Glimmet,Rock,Poison,/pokedex/glimmet,Ore Pokémon,0.7,8,Toxic Debris,70,70,Medium Slow,50% male, 50% female,48,35,42,105,60,60,350
#0970,Glimmora,Rock,Poison,/pokedex/glimmora,Ore Pokémon,1.5,45,Toxic Debris,25,184,Medium Slow,50% male, 50% female,83,55,90,130,81,86,525
#0971,Greavard,Ghost,Nan,/pokedex/greavard,Ghost Dog Pokémon,0.6,35,Pickup,120,58,Medium Slow,50% male, 50% female,50,61,60,30,55,34,290
#0972,Houndstone,Ghost,Nan,/pokedex/houndstone,Ghost Dog Pokémon,2,15,Sand Rush,60,171,Medium Slow,50% male, 50% female,72,101,100,50,97,68,488
#0973,Flamigo,Flying,Fighting,/pokedex/flamigo,Synchronize Pokémon,1.6,37,Scrappy,100,175,Medium Slow,50% male, 50% female,82,115,74,75,64,90,500
#0974,Cetoddle,Ice,Nan,/pokedex/cetoddle,Terra Whale Pokémon,1.2,45,Thick Fat,150,67,Medium Slow,50% male, 50% female,108,68,45,30,40,43,334
#0975,Cetitan,Ice,Nan,/pokedex/cetitan,Terra Whale Pokémon,4.5,700,Thick Fat,50,182,Medium Slow,50% male, 50% female,170,113,65,45,55,73,521
#0976,Veluza,Water,Psychic,/pokedex/veluza,Jettison Pokémon,2.5,90,Mold Breaker,100,167,Fast,50% male, 50% female,90,102,73,78,65,70,478
#0977,Dondozo,Water,Nan,/pokedex/dondozo,Big Catfish Pokémon,12,220,Unaware,25,265,Slow,50% male, 50% female,150,100,115,65,65,35,530
#0978,Tatsugiri,Dragon,Water,/pokedex/tatsugiri,Mimicry Pokémon,0.3,8,Commander,100,166,Medium Slow,50% male, 50% female,68,50,60,120,95,82,475
#0979,Annihilape,Fighting,Ghost,/pokedex/annihilape,Rage Monkey Pokémon,1.2,56,Vital Spirit,45,268,Medium Fast,50% male, 50% female,110,115,80,50,90,90,535
#0980,Clodsire,Poison,Ground,/pokedex/clodsire,Spiny Fish Pokémon,1.8,223,Poison Point,90,151,Medium Fast,50% male, 50% female,130,75,60,45,100,20,430
#0981,Farigiraf,Normal,Psychic,/pokedex/farigiraf,Long Neck Pokémon,3.2,160,Cud Chew,45,260,Medium Fast,50% male, 50% female,120,90,70,110,70,60,520
#0982,Dudunsparce,Normal,Nan,/pokedex/dudunsparce,Land Snake Pokémon,3.6,39.2,Serene Grace,45,182,Medium Fast,50% male, 50% female,125,100,80,85,75,55,520
#0983,Kingambit,Dark,Steel,/pokedex/kingambit,Big Blade Pokémon,2,120,Defiant,25,275,Medium Fast,50% male, 50% female,100,135,120,60,85,50,550
#0984,Great Tusk,Ground,Fighting,/pokedex/great-tusk,Paradox Pokémon,2.2,320,Protosynthesis,30,285,Slow,Genderless,115,131,131,53,53,87,570,
#0985,Scream Tail,Fairy,Psychic,/pokedex/scream-tail,Paradox Pokémon,1.2,8,Protosynthesis,50,285,Slow,Genderless,115,65,99,65,115,111,570,
#0986,Brute Bonnet,Grass,Dark,/pokedex/brute-bonnet,Paradox Pokémon,1.2,21,Protosynthesis,50,285,Slow,Genderless,111,127,99,79,99,55,570,
#0987,Flutter Mane,Ghost,Fairy,/pokedex/flutter-mane,Paradox Pokémon,1.4,4,Protosynthesis,30,285,Slow,Genderless,55,55,55,135,135,135,570,
#0988,Slither Wing,Bug,Fighting,/pokedex/slither-wing,Paradox Pokémon,3.2,92,Protosynthesis,30,285,Slow,Genderless,85,135,79,85,105,81,570,
#0989,Sandy Shocks,Electric,Ground,/pokedex/sandy-shocks,Paradox Pokémon,2.3,60,Protosynthesis,30,285,Slow,Genderless,85,81,97,121,85,101,570,
#0990,Iron Treads,Ground,Steel,/pokedex/iron-treads,Paradox Pokémon,0.9,240,Quark Drive,30,285,Slow,Genderless,90,112,120,72,70,106,570,
#0991,Iron Bundle,Ice,Water,/pokedex/iron-bundle,Paradox Pokémon,0.6,11,Quark Drive,50,285,Slow,Genderless,56,80,114,124,60,136,570,
#0992,Iron Hands,Fighting,Electric,/pokedex/iron-hands,Paradox Pokémon,1.8,380.7,Quark Drive,50,285,Slow,Genderless,154,140,108,50,68,50,570,
#0993,Iron Jugulis,Dark,Flying,/pokedex/iron-jugulis,Paradox Pokémon,1.3,111,Quark Drive,30,285,Slow,Genderless,94,80,86,122,80,108,570,
#0994,Iron Moth,Fire,Poison,/pokedex/iron-moth,Paradox Pokémon,1.2,36,Quark Drive,30,285,Slow,Genderless,80,70,60,140,110,110,570,
#0995,Iron Thorns,Rock,Electric,/pokedex/iron-thorns,Paradox Pokémon,1.6,303,Quark Drive,30,285,Slow,Genderless,100,134,110,70,84,72,570,
#0996,Frigibax,Dragon,Ice,/pokedex/frigibax,Ice Fin Pokémon,0.5,17,Thermal Exchange,45,64,Slow,50% male, 50% female,65,75,45,35,45,55,320
#0997,Arctibax,Dragon,Ice,/pokedex/arctibax,Ice Fin Pokémon,0.8,30,Thermal Exchange,25,148,Slow,50% male, 50% female,90,95,66,45,65,62,423
#0998,Baxcalibur,Dragon,Ice,/pokedex/baxcalibur,Ice Dragon Pokémon,2.1,210,Thermal Exchange,10,300,Slow,50% male, 50% female,115,145,92,75,86,87,600
#0999,Gimmighoul,Ghost,Nan,/pokedex/gimmighoul,Coin Chest Pokémon,0.3,5,Rattled,45,60,Slow,Genderless,45,30,70,75,70,10,300,
#1000,Gholdengo,Steel,Ghost,/pokedex/gholdengo,Coin Entity Pokémon,1.2,30,Good as Gold,45,275,Slow,Genderless,87,60,95,133,91,84,550,
#1001,Wo-Chien,Dark,Grass,/pokedex/wo-chien,Ruinous Pokémon,1.5,74.2,Tablets of Ruin,6,285,Slow,Genderless,85,85,100,95,135,70,570,
#1002,Chien-Pao,Dark,Ice,/pokedex/chien-pao,Ruinous Pokémon,1.9,152.2,Sword of Ruin,6,285,Slow,Genderless,80,120,80,90,65,135,570,
#1003,Ting-Lu,Dark,Ground,/pokedex/ting-lu,Ruinous Pokémon,2.7,699.7,Vessel of Ruin,6,285,Slow,Genderless,155,110,125,55,80,45,570,
#1004,Chi-Yu,Dark,Fire,/pokedex/chi-yu,Ruinous Pokémon,0.4,4.9,Beads of Ruin,6,285,Slow,Genderless,55,80,80,135,120,100,570,
#1005,Roaring Moon,Dragon,Dark,/pokedex/roaring-moon,Paradox Pokémon,2,380,Protosynthesis,10,295,Slow,Genderless,105,139,71,55,101,119,590,
#1006,Iron Valiant,Fairy,Fighting,/pokedex/iron-valiant,Paradox Pokémon,1.4,35,Quark Drive,10,295,Slow,Genderless,74,130,90,120,60,116,590,
#1007,Koraidon,Fighting,Dragon,/pokedex/koraidon,Paradox Pokémon,2.5,303,Orichalcum Pulse,3,335,Slow,Genderless,100,135,115,85,100,135,670,
#1008,Miraidon,Electric,Dragon,/pokedex/miraidon,Paradox Pokémon,3.5,240,Hadron Engine,3,335,Slow,Genderless,100,85,100,135,115,135,670,
#1009,Walking Wake,Water,Dragon,/pokedex/walking-wake,Paradox Pokémon,3.5,280,Protosynthesis,5,—,Slow,Genderless,99,83,91,125,83,109,590,
#1010,Iron Leaves,Grass,Psychic,/pokedex/iron-leaves,Paradox Pokémon,1.5,125,Quark Drive,5,—,Slow,Genderless,90,130,88,70,108,104,590,
#1011,Dipplin,Grass,Dragon,/pokedex/dipplin,Candy Apple Pokémon,0.4,4.4,Supersweet Syrup,45,—,Erratic,50% male, 50% female,80,80,110,95,80,40,485
#1012,Poltchageist,Grass,Ghost,/pokedex/poltchageist,Matcha Pokémon,0.1,1.1,Hospitality,120,—,Medium Fast,Genderless,40,45,45,74,54,50,308,
#1013,Sinistcha,Grass,Ghost,/pokedex/sinistcha,Matcha Pokémon,0.2,2.2,Hospitality,60,—,Medium Fast,Genderless,71,60,106,121,80,70,508,
#1014,Okidogi,Poison,Fighting,/pokedex/okidogi,Retainer Pokémon,1.8,92,Toxic Chain,3,—,Slow,100% male, 0% female,88,128,115,58,86,80,555
#1015,Munkidori,Poison,Psychic,/pokedex/munkidori,Retainer Pokémon,1,12.2,Toxic Chain,3,—,Slow,100% male, 0% female,88,75,66,130,90,106,555
#1016,Fezandipiti,Poison,Fairy,/pokedex/fezandipiti,Retainer Pokémon,1.4,30.1,Toxic Chain,3,—,Slow,100% male, 0% female,88,91,82,70,125,99,555
#1017,Ogerpon,Grass,Nan,/pokedex/ogerpon,Mask Pokémon,1.2,39.8,Defiant,5,—,Slow,0% male, 100% female,80,120,84,60,96,110,550
#1018,Archaludon,Steel,Dragon,/pokedex/archaludon,Alloy Pokémon,2,60,Stamina,10,—,Medium Fast,50% male, 50% female,90,105,130,125,65,85,600
#1019,Hydrapple,Grass,Dragon,/pokedex/hydrapple,—,1.8,93,Supersweet Syrup,10,—,Erratic,50% male, 50% female,106,80,110,120,80,44,540
#1020,Gouging Fire,Fire,Dragon,/pokedex/gouging-fire,Paradox Pokémon,3.5,590,Protosynthesis,10,—,Slow,Genderless,105,115,121,65,93,91,590,
#1021,Raging Bolt,Electric,Dragon,/pokedex/raging-bolt,Paradox Pokémon,5.2,480,Protosynthesis,10,—,Slow,Genderless,125,73,91,137,89,75,590,
#1022,Iron Boulder,Rock,Psychic,/pokedex/iron-boulder,Paradox Pokémon,1.5,162.5,Quark Drive,10,—,Slow,Genderless,90,120,80,68,108,124,590,
#1023,Iron Crown,Steel,Psychic,/pokedex/iron-crown,Paradox Pokémon,1.6,156,Quark Drive,10,—,Slow,Genderless,90,72,100,122,108,98,590,
#1024,Terapagos,Normal,Nan,/pokedex/terapagos,Tera Pokémon,0.2,6.5,Tera Shift,255,—,Slow,50% male, 50% female,90,65,85,65,85,60,450
#1025,Pecharunt,Poison,Ghost,/pokedex/pecharunt,Subjugation Pokémon,0.3,0.3,Poison Puppeteer,3,—,Slow,Genderless,88,88,160,88,88,88,600,
